2.952000000000000000e+03,1.278100000000000000e+04,1.000000000000000000e+00
2.150000000000000000e+02,2.260100000000000000e+04,1.000000000000000000e+00
2.078200000000000000e+04,2.373000000000000000e+04,1.000000000000000000e+00
1.524500000000000000e+04,1.035000000000000000e+04,1.000000000000000000e+00
1.425000000000000000e+03,1.955700000000000000e+04,1.000000000000000000e+00
1.944600000000000000e+04,6.340000000000000000e+03,1.000000000000000000e+00
1.149500000000000000e+04,2.001400000000000000e+04,1.000000000000000000e+00
1.765500000000000000e+04,1.653000000000000000e+03,1.000000000000000000e+00
1.127500000000000000e+04,1.079100000000000000e+04,1.000000000000000000e+00
1.917900000000000000e+04,2.149100000000000000e+04,1.000000000000000000e+00
1.426500000000000000e+04,5.107000000000000000e+03,1.000000000000000000e+00
1.769200000000000000e+04,1.278100000000000000e+04,1.000000000000000000e+00
9.829000000000000000e+03,2.202000000000000000e+03,1.000000000000000000e+00
9.656000000000000000e+03,1.944600000000000000e+04,1.000000000000000000e+00
5.430000000000000000e+02,2.619600000000000000e+04,1.000000000000000000e+00
2.281500000000000000e+04,2.311400000000000000e+04,1.000000000000000000e+00
1.250700000000000000e+04,7.444000000000000000e+03,1.000000000000000000e+00
1.418100000000000000e+04,7.307000000000000000e+03,1.000000000000000000e+00
1.236500000000000000e+04,6.760000000000000000e+02,1.000000000000000000e+00
4.870000000000000000e+03,2.204600000000000000e+04,1.000000000000000000e+00
1.851700000000000000e+04,2.591000000000000000e+03,1.000000000000000000e+00
8.879000000000000000e+03,2.741000000000000000e+03,1.000000000000000000e+00
1.717200000000000000e+04,2.140700000000000000e+04,1.000000000000000000e+00
1.395500000000000000e+04,1.948900000000000000e+04,1.000000000000000000e+00
1.758000000000000000e+04,1.967700000000000000e+04,1.000000000000000000e+00
1.889400000000000000e+04,1.249600000000000000e+04,1.000000000000000000e+00
2.980000000000000000e+03,2.269100000000000000e+04,1.000000000000000000e+00
1.101200000000000000e+04,2.377500000000000000e+04,1.000000000000000000e+00
7.730000000000000000e+02,1.278100000000000000e+04,1.000000000000000000e+00
7.357000000000000000e+03,2.260100000000000000e+04,1.000000000000000000e+00
1.147200000000000000e+04,1.249600000000000000e+04,1.000000000000000000e+00
4.920000000000000000e+02,8.151000000000000000e+03,1.000000000000000000e+00
1.827100000000000000e+04,1.466700000000000000e+04,1.000000000000000000e+00
3.283000000000000000e+03,3.824000000000000000e+03,1.000000000000000000e+00
2.101200000000000000e+04,2.150800000000000000e+04,1.000000000000000000e+00
1.687600000000000000e+04,1.186000000000000000e+03,1.000000000000000000e+00
1.009600000000000000e+04,1.636800000000000000e+04,1.000000000000000000e+00
1.769200000000000000e+04,2.063500000000000000e+04,1.000000000000000000e+00
3.561000000000000000e+03,2.140700000000000000e+04,1.000000000000000000e+00
1.236500000000000000e+04,1.114800000000000000e+04,1.000000000000000000e+00
1.765500000000000000e+04,2.245700000000000000e+04,1.000000000000000000e+00
1.286100000000000000e+04,5.695000000000000000e+03,1.000000000000000000e+00
6.301000000000000000e+03,2.290300000000000000e+04,1.000000000000000000e+00
7.635000000000000000e+03,1.593300000000000000e+04,1.000000000000000000e+00
2.575800000000000000e+04,2.288700000000000000e+04,1.000000000000000000e+00
1.995000000000000000e+03,6.512000000000000000e+03,1.000000000000000000e+00
